date,mosquito,temp,rain_per_day,accum_rain,wind,humidity,sunshine
2015-04-06,199,12,6.5,6.5,5.9,53.9,14.89
2015-04-07,146,6.9,10.5,17,2.7,89.9,5.33
2015-04-08,90,11.1,1,11.5,2.9,72,16.51
2015-04-09,172,9.9,7,8,3.6,69.5,3.64
2015-04-10,249,10.5,0,0,3.7,45.4,22.45
2015-04-11,410,15.2,0,0,1.9,31.9,19.74
2015-04-12,459,14.5,12,12,3.7,74.8,5.15
2015-04-13,468,12.2,5.5,17.5,3.2,75.3,8.68
2015-04-14,132,14,0,0,2.9,46,22.93
2015-04-15,31,14.2,0,0,3,47,19.32
2015-04-16,573,14.5,0,0,3.5,41.1,21.03
2015-04-17,83,15.7,0,0,3.2,38.3,22.53
2015-04-18,416,15.9,0,0,2.7,31.3,22.89
2015-04-19,982,17.3,0,0,3.3,37.6,20.92
2015-04-20,282,18.5,0,0,2.8,39.3,22.03
2015-04-21,408,20.3,0,0,2.1,38.6,19.07
2015-04-22,933,17,3.5,3.5,2.9,77,5.86
2015-04-23,656,21.2,0,0,2.2,56.6,21.6
2015-04-24,764,21,0,0,2.5,58.8,22.13
2015-04-25,757,20.7,0.5,0.5,2.1,64.4,15.24
2015-04-26,862,18.3,3.5,4,2.1,90.4,5.26
2015-04-27,1033,16.1,0,0,4.2,45.9,24.18
2015-04-28,0,14.2,0,0,3.4,37.9,25.05
2015-04-29,1629,15.4,0,0,2.4,36.3,16.16
2015-04-30,1532,16.5,0,0,2.6,35.6,18.9
2015-05-01,2783,16.7,0,0,2.5,64.3,14.53
2015-05-02,2729,17.6,0,0,3,55,21.61
2015-05-03,2998,19.1,0,0,2.3,39.6,23.43
2015-05-04,3392,18.4,14,14,3,62.1,13.34
2015-05-05,3137,13.3,9.5,23.5,6.4,75.9,12.77
2015-05-06,2849,17.4,0,0,5.3,56.9,23.36
2015-05-07,2819,20.4,0,0,3.3,63.8,19.15
2015-05-08,2926,19.1,0,0,2.7,71,10.61
2015-05-09,0,18,0,0,3,41.3,25.62
2015-05-10,0,18.6,0,0,2.2,40.4,21.24
2015-05-11,0,17.7,0,0,3.2,53.9,13.57
2015-05-12,1713,14.8,1,1,3.6,88.9,3.31
2015-05-13,2323,16.3,0,0,3.1,60,24.87
2015-05-14,5430,18.7,0,0,3.7,50.1,24.6
2015-05-15,8425,20,0,0,2.9,45.3,24.5
2015-05-16,3935,20.6,0,0,2.5,38.5,23.67
2015-05-17,6276,21,0,0,2.4,37.3,25.64
2015-05-18,7851,20.8,0,0,2.7,53.1,24.39
2015-05-19,10366,21.5,0,0,2.7,48.9,25.46
2015-05-20,2926,23.2,0,0,2,32.9,25.76
2015-05-21,16089,24.3,0,0,2.2,27.1,23.3
2015-05-22,3450,23.8,0,0,2.5,36.8,18.44
2015-05-23,3479,19.8,0.4,0.4,2.9,71,9.2
2015-05-24,10082,22.1,0,0,2.2,52.8,23.66
2015-05-25,10540,21.7,0,0,2.6,44.6,20.01
2015-05-26,5488,23.1,0,0,2.7,46.9,21.87
2015-05-27,4262,23.3,0,0,3.8,33.3,26.58
2015-05-28,4636,24.2,0,0,2.6,28.9,0
2015-05-29,16214,19.1,1,1,1.7,58.8,5.94
2015-05-30,5448,22.4,0,0,2.3,50.4,23.09
2015-05-31,5350,23.4,0,0,2.3,46.8,20.45
2015-06-01,10706,22.4,0,0,2.3,54.9,14.74
2015-06-02,4828,22.2,0,0,2.9,66.3,19.71
2015-06-03,4857,25.3,0,0,2.2,54.3,23.47
2015-06-04,3269,24.6,7.5,7.5,2.8,59.6,11.53
2015-06-05,3304,23.6,0.5,8,3.8,63.1,22.5
2015-06-06,3455,24.7,0.5,1,3.2,61.9,16.79
2015-06-07,3721,22.8,15.5,16,2.7,70.3,19.52
2015-06-08,3440,24.2,0,0,2.2,65.6,18.62
2015-06-09,3466,25,0,0,2.4,65.9,21.08
2015-06-10,3161,23.4,9.5,9.5,2.6,72.8,15.34
2015-06-11,3713,24.8,3,12.5,2.7,59.4,20.21
2015-06-12,3399,24.5,0,0,2.9,57.8,18.87
2015-06-13,4172,19.6,44.5,44.5,1.8,91,3.25
2015-06-14,5474,22.4,0,0,2,69.1,23.21
2015-06-15,4680,24,0,0,2.4,60.4,21.88
2015-06-16,4599,24.7,0,0,2.3,64.1,20.76
2015-06-17,4662,25.7,0,0,2.5,58.3,18.02
2015-06-18,4421,24.8,2,2,2.1,65.1,11.93
2015-06-19,3577,21,12.5,14.5,3.3,75.8,10.37
2015-06-20,4412,25.2,0,0,2.2,55.3,26.17
2015-06-21,3039,25.4,0,0,2.6,61.8,23.32
2015-06-22,4497,25.7,0,0,2.8,61.8,22.5
2015-06-23,6747,24.4,2.5,2.5,1.7,70,8.49
2015-06-24,4712,23.7,0.5,3,3.8,66.3,23.03
2015-06-25,4104,23.7,0,0,4,64.5,20.63
2015-06-26,5243,23.3,0,0,3,62.6,22.48
2015-06-27,4730,24.1,0,0,2.2,55.8,20.86
2015-06-28,5286,24.2,0,0,2.3,57.4,18.23
2015-06-29,7108,25.3,0,0,2.2,54.3,20.44
2015-06-30,7146,25.6,0,0,2,52.1,14.8
2015-07-01,8700,23.4,0.5,0.5,4,69.8,12.41
2015-07-02,9520,26.5,0,0,2.9,61.3,14.1
2015-07-03,11659,29.2,0,0,1.9,60.9,17.95
2015-07-04,8229,30.4,0,0,2.1,60.3,17.99
2015-07-05,7150,24.8,29,29,4,94.1,4.84
2015-07-06,8613,23.1,10,39,5.2,90.8,3.52
2015-07-07,8141,26.1,0,0,3.5,72.4,20.45
2015-07-08,6335,27.9,0,0,2.9,58.8,19.53
2015-07-09,7024,24.7,0,0,5,51.3,20.99
2015-07-10,7240,23.6,0,0,3.6,49.8,18.65
2015-07-11,6338,24.3,0.5,0.5,2.2,63.5,8.93
2015-07-12,5818,25.1,5,5.5,1.8,77.4,12.69
2015-07-13,6278,27.5,0,0,2.4,71.4,10.48
2015-07-14,6505,27,11,11,1.6,81.6,7.53
2015-07-15,6136,27.7,1,12,1.8,76.9,8.63
2015-07-16,4380,26.9,16,17,2.1,81,8.55
2015-07-17,4200,24.7,26.5,42.5,2,96.9,3.79
2015-07-18,5005,25,80,106.5,3.2,95.1,1.93
2015-07-19,5225,26,40.5,120.5,2.6,85.5,14.11
2015-07-20,0,26.2,1.5,42,2.3,86,9.43
2015-07-21,5753,27.7,0,0,2.7,74.4,15.95
2015-07-22,5426,26.7,4,4,2.6,82.9,5.49
2015-07-23,4390,28.6,0,0,3.5,76.4,15.12
2015-07-24,6509,27.9,0,0,2.7,74.3,14.93
2015-07-25,5340,28.2,0,0,3.1,72.8,11.43
2015-07-26,5065,26.5,16.5,16.5,2.7,84.3,7.69
2015-07-27,3947,27.9,0,0,3.8,71.5,12.74
2015-07-28,5054,27.5,0,0,4.5,73.3,9.77
2015-07-29,4615,28.6,0.1,0.1,3.7,67,15.78
2015-07-30,5203,29.3,0,0,2,64.5,21.48
2015-07-31,5598,28.9,11,11,1.4,71.3,15.11
2015-08-01,11746,26.6,7.5,18.5,2.1,79.1,11.69
2015-08-02,7186,26.7,0,0,2.1,74.4,16.75
2015-08-03,8809,27,0,0,2.3,72.1,18.83
2015-08-04,6972,26.8,0,0,2.1,73.6,11.2
2015-08-05,4902,27.3,0,0,2,67.5,19.87
2015-08-06,4832,26.5,0,0,1.9,68.6,14.56
2015-08-07,5335,26.9,0,0,2.4,66.4,18.54
2015-08-08,5799,27.1,0.1,0.1,1.9,70.4,13.04
2015-08-09,4441,25.8,29,29.1,2,74.9,9.39
2015-08-10,5086,26.6,0,0,2.2,61.5,20.18
2015-08-11,5275,27.9,0,0,2.5,59.9,16.34
2015-08-12,6053,26.8,0,0,1.8,70.3,9.03
2015-08-13,7524,25.4,0.4,0.4,1.7,75.5,6.42
2015-08-14,8846,25.2,2.5,2.9,2,78.3,10.35
2015-08-15,8844,25.5,0,0,2.5,69.8,14.11
2015-08-16,7406,26.3,0,0,1.7,65.5,17.77
2015-08-17,6111,26.3,0,0,3.8,60.6,12.71
2015-08-18,6120,21.7,5.5,5.5,3.2,76.4,4.19
2015-08-19,5487,21.9,0,0,2.9,68.4,11.44
2015-08-20,4602,24.7,0,0,3.1,61.1,21.75
2015-08-21,4799,23.2,0.3,0.3,1.7,69.4,12.64
2015-08-22,5413,24.4,0,0,1.7,65.8,17.29
2015-08-23,7639,24.9,0,0,1.6,65.9,18.09
2015-08-24,7337,25.9,0,0,1.9,62.9,16.15
2015-08-25,4678,25.9,0,0,3.4,59.4,16.85
2015-08-26,9949,23.9,0.5,0.5,2.1,72.8,8.66
2015-08-27,9093,23.9,18,18.5,2.3,75.1,16.1
2015-08-28,8316,24.8,0,0,2.2,68.5,15.13
2015-08-29,6635,21.9,5,5,2.1,79.8,5.13
2015-08-30,7532,22.2,0,0,3.7,60.4,14.4
2015-08-31,7674,22.6,0,0,2.4,52.9,20.4
2015-09-01,5831,22.7,0,0,3.2,43.6,21.41
2015-09-02,4541,22.4,0,0,2.9,42.9,20.51
2015-09-03,4794,22.4,0,0,2.4,62.3,19.7
2015-09-04,5408,21,2.5,2.5,2.1,76.4,7.39
2015-09-05,7523,19.2,0,0,1.9,60.4,11.82
2015-09-06,4481,20.2,0,0,2.6,54.1,20.08
2015-09-07,4242,22.1,0,0,1.6,61.1,14.36
2015-09-08,4475,22.8,0,0,2.2,48.5,19.02
2015-09-09,3880,21.6,0,0,2.5,45.5,19.62
2015-09-10,3629,21.4,0,0,3.1,46.4,19.7
2015-09-11,3675,21.9,0,0,2.4,52.1,18.02
2015-09-12,4924,22.3,0,0,2.4,58.3,17.45
2015-09-13,4670,22.1,0,0,2,69,13.58
2015-09-14,0,22.6,0,0,1.5,62.1,14.14
2015-09-15,0,23.9,0,0,1.8,48.4,17.12
2015-09-16,3822,22,0,0,1.7,57.9,7.24
2015-09-17,2987,23.4,0,0,1.9,56.4,16.16
2015-09-18,3089,23.4,0,0,2.5,56.5,14.77
2015-09-19,3493,22.4,0,0,1.8,54.5,14.47
2015-09-20,3452,21.9,0,0,1.9,39.4,17.46
2015-09-21,3704,21.4,0,0,1.6,39.6,11.23
2015-09-22,3825,22.1,0,0,2.3,36.6,17.07
2015-09-23,4074,21.3,0,0,2.6,45.3,9.74
2015-09-24,3084,16.3,35,35,3.6,77.5,1.74
2015-09-25,3192,16.5,0,0,3.7,53.5,14.08
2015-09-26,3533,19.2,0,0,3.8,49.4,15.91
2015-09-27,3155,16.6,0,0,1.8,38.9,12.36
2015-09-28,3593,18,0,0,1.9,49.4,16.27
2015-09-29,3842,18.7,0,0,1.9,57.5,15.06
2015-09-30,4161,19.6,0,0,1.4,67.5,11.87
2015-10-01,3169,20.1,0,0,2.3,61.1,14.45
2015-10-02,980,16.2,0,0,3.7,43.8,16.51
2015-10-03,5026,12.8,3.5,3.5,2.2,70.9,4.71
2015-10-04,2571,10.8,3.5,7,2.4,72.6,5.97
2015-10-05,2453,12.3,0,0,2.7,56.5,15.18
2015-10-06,1902,15,0,0,2.5,66.4,13.78
2015-10-07,2386,17.1,0,0,1.6,64.6,14.07
2015-10-08,1959,17.9,0,0,1.8,62.1,13.21
2015-10-09,1935,17.5,0,0,1.8,71,9.97
2015-10-10,1466,18.7,0,0,1.7,64.8,13.82
2015-10-11,560,17.9,0,0,1.3,65.1,11.68
2015-10-12,394,18.1,0,0,2,67.4,10.67
2015-10-13,898,18.8,0,0,1.6,69.5,10.77
2015-10-14,1524,17.9,0,0,1.6,72.5,9.93
2015-10-15,1599,17.5,0,0,2.2,64.8,9.2
2015-10-16,1745,17.5,0,0,2.4,69.1,7.24
2015-10-17,1821,16.9,10.5,10.5,2.5,64.4,10.46
2015-10-18,2028,16.3,0,0,2.1,51,12.95
2015-10-19,2131,15,2,2,2.4,66.8,7.11
2015-10-20,2489,12.1,26.5,28.5,3.2,69.3,9.17
2015-10-21,2338,9.9,0,0,2.5,49,13.01
2015-10-22,2604,8.4,0.5,0.5,2.4,50.4,10.86
2015-10-23,2422,5.4,0,0,2.6,41.8,13.64
2015-10-24,4177,5.7,0,0,2.1,42.5,13.52
2015-10-25,2153,7,0,0,1.6,48.4,8.35
2015-10-26,1785,10.8,0,0,1.6,60.5,8.68
2015-10-27,1212,11.8,0,0,1.4,67.6,10.84
2015-10-28,252,12.2,0,0,1.6,62,11.07
2015-10-29,326,13.2,0,0,1.7,63.9,9.56
2015-10-30,151,13.5,4.5,4.5,4.7,63.9,8.42
2015-10-31,27,10.5,24.5,29,6,91.5,2
2016-04-18,185,17.2,0,0,1.7,34.8,21.21
2016-04-19,258,21.1,0,0,2,34.8,19.74
2016-04-20,921,17.2,0,0,3.6,32,8.39
2016-04-21,1047,17.2,0,0,2,34.4,18.95
2016-04-22,1292,16.2,0.3,0.3,2.5,47.6,21.79
2016-04-23,740,15.9,0,0,2.8,45.3,8.93
2016-04-24,1161,18.8,0,0,2.2,40.5,17.07
2016-04-25,1324,21.1,16.5,16.5,2.2,64.5,15.89
2016-04-26,1633,12.9,27,43.5,4.9,86.1,1.63
2016-04-27,1843,15.7,0,0,5.1,46.6,24.88
2016-04-28,1529,18.9,7.5,7.5,1.7,50.8,21.6
2016-04-29,0,16.3,9.5,17,2,89.3,1.91
2016-04-30,0,16.5,0,0,2.6,60.3,23.93
2016-05-01,0,19.4,0,0,2.1,44.8,23.51
2016-05-02,0,20.2,0,0,2,43,17.4
2016-05-03,2123,14.5,13.5,13.5,2.3,82.4,4.6
2016-05-04,200,16.4,0,0,2,60.9,24.41
2016-05-05,1965,17.8,0,0,2.7,62.4,23.94
2016-05-06,2687,18.6,0.5,0.5,2.1,57,24.86
2016-05-07,1228,20.2,0,0,2.3,47.1,23.78
2016-05-08,2381,17.4,45,45,2.7,73.9,12.53
2016-05-09,2709,15.9,2.5,47.5,3.2,57,24.54
2016-05-10,2182,19.3,0,0,1.9,48.8,24.69
2016-05-11,1883,22.3,0,0,1.9,40.3,25.77
2016-05-12,2376,24.3,0,0,1.6,36.4,24.95
2016-05-13,1942,24,0,0,1.8,32,23.48
2016-05-14,2838,24.1,0,0,2,23.8,24.05
2016-05-15,3341,24.7,0,0,1.9,35,24.63
2016-05-16,3673,23.3,0,0,2.1,43,17.7
2016-05-17,3103,16.8,38.5,38.5,2.6,82.6,7.08
2016-05-18,7318,19.7,0,0,2.7,67.9,15.6
2016-05-19,3896,19.4,0,0,1.8,72,8.3
2016-05-20,4433,20.9,0,0,1.7,61.3,20.68
2016-05-21,5112,21.7,0,0,2.1,56.1,23.9
2016-05-22,9818,21.5,0,0,2.3,56.1,20.67
2016-05-23,6076,22.1,0,0,2.4,57.3,24.57
2016-05-24,5532,21.6,0,0,2.5,63.6,21.99
2016-05-25,6788,23.3,0,0,2.1,45.8,24.45
2016-05-26,5275,23.2,0,0,2.4,38.3,25.38
2016-05-27,5975,22.2,0,0,2.2,48.1,22.84
2016-05-28,6949,21.2,0,0,1.6,51.8,11.24
2016-05-29,6220,24.7,0,0,1.7,47.3,24.43
2016-05-30,5910,23.3,0,0,2.3,49.1,15.57
2016-05-31,5403,21.7,0.1,0.1,1.7,69.5,9.42
2016-06-01,6230,22.1,0,0,2.3,65.9,20.45
2016-06-02,6029,24.1,0,0,2,59.5,22.84
2016-06-03,9643,24.6,0,0,2.2,60.9,21.74
2016-06-04,7316,23.5,3,3,1.7,74.3,7.81
2016-06-05,8140,23.5,1.5,4.5,2.1,79.4,10.48
2016-06-06,26441,23.5,0,0,2.4,70.5,19.87
2016-06-07,15775,23.8,0,0,2.1,62.5,19.48
2016-06-08,6958,20.9,15.5,15.5,2.7,81.8,7.05
2016-06-09,7232,20.9,0,0,2.8,73.5,13.83
2016-06-10,6237,23.8,0,0,2.5,63.1,22.38
2016-06-11,5676,24.5,0,0,1.8,58,22.46
2016-06-12,5469,24.1,0,0,1.9,64.5,18.36
2016-06-13,6247,24.7,0,0,1.7,66,16.89
2016-06-14,5100,26,0,0,1.7,60.1,16.41
2016-06-15,4112,24.3,30.5,30.5,2,75.1,8.64
2016-06-16,3632,24.7,0.1,30.6,2.1,71,16.45
2016-06-17,5415,23.1,3.5,3.6,2,75.8,8.81
2016-06-18,5483,22.8,0,0,2.8,63.1,18.54
2016-06-19,7859,24.4,0,0,2.7,58.4,25.57
2016-06-20,6398,24.4,0,0,1.6,55.5,13.72
2016-06-21,6400,24.7,0,0,1.8,61.1,17.87
2016-06-22,6213,25.3,0,0,2.2,58,17.64
2016-06-23,7008,24.6,0.2,0.2,2.8,78.1,7.45
2016-06-24,7509,24,108.5,108.7,2.3,86.5,3.23
2016-06-25,7299,23.5,4,112.5,2.4,81.4,13.17
2016-06-26,7687,23.5,0,0,1.6,70.4,12.08
2016-06-27,8328,21.8,29.5,29.5,3,85.1,5.05
2016-06-28,7782,23.1,100.5,130,2.8,93.6,2.17
2016-06-29,7621,22.9,0,0,1.9,74,15.62
2016-06-30,7125,24,0,0,1.3,71.6,15.11
2016-07-01,8079,27.3,0,0,1.8,66.5,24.24
2016-07-02,6990,27.7,0,0,2,64.8,24.33
2016-07-03,10183,27.9,0,0,1.8,64.4,20.7
2016-07-04,5468,28.4,0,0,1.7,67.4,15.06
2016-07-05,4824,26.3,3,3,2.1,65.5,17.79
2016-07-06,3581,26.3,0,0,2.1,69,13.8
2016-07-07,4222,27.5,0.1,0.1,2.1,66.9,16.79
2016-07-08,4334,26.2,1.5,1.6,2.6,60,12.2
2016-07-09,5191,20.8,46.5,48,3.5,92.8,3.68
2016-07-10,4574,21.7,2.5,49,2.6,82.9,5
2016-07-11,5063,24.4,0.2,2.7,1.5,75.1,14.65
2016-07-12,5216,27.1,0,0,1.5,65.5,20.48
2016-07-13,4264,28.6,0,0,1.9,62.5,15.58
2016-07-14,4431,28.3,0,0,2.2,61.3,15.16
2016-07-15,5017,29.1,0,0,2.2,64,17.51
2016-07-16,4533,28.7,0.5,0.5,1.9,70.4,9.93
2016-07-17,6677,28,0.5,1,2,77.9,6.61
2016-07-18,3866,28.4,0,0,1.9,75.3,9.71
2016-07-19,5044,28.4,0,0,2.6,69,13.94
2016-07-20,6188,27.6,0.5,0.5,3.2,76.4,4.67
2016-07-21,6285,28,0.2,0.7,2.8,70.6,17.82
2016-07-22,6162,26.3,59.5,59.7,1.6,82.3,5.33
2016-07-23,13430,28.6,0.5,60,2.1,73.5,15.27
2016-07-24,5784,28.9,0.2,0.7,1.6,72.1,16.33
2016-07-25,6949,28.4,0,0,1.6,72,16.53
2016-07-26,8177,27.2,2,2,1.2,72.5,9.03
2016-07-27,8799,29.1,0,0,1.6,65.4,19.2
2016-07-28,12958,30.7,0,0,1.6,59.6,15.8
2016-07-29,7497,31.2,0,0,1.8,60.1,17.78
2016-07-30,6249,30.5,0,0,1.7,64.8,13.56
2016-07-31,5928,30.6,0,0,1.9,56,20.68
2016-08-01,5175,30.5,0,0,1.8,63.1,18.34
2016-08-02,7386,29.3,1,1,1.9,68.3,12.45
2016-08-03,3874,29.4,0,0,1.9,66.3,16.98
2016-08-04,4986,30.5,0,0,2,64.1,22.2
2016-08-05,4885,30.4,0,0,2,68.3,19.62
2016-08-06,5508,30.2,0,0,2.4,67.9,20.66
2016-08-07,3913,28.9,0.2,0.2,1.9,74,11.38
2016-08-08,7906,29.1,0,0,1.9,65.5,17.09
2016-08-09,7106,29.3,0.5,0.5,1.6,64.9,12.39
2016-08-10,13827,29.9,0,0,1.9,60.4,17.75
2016-08-11,10661,29.9,0,0,1.6,61.9,11.68
2016-08-12,19309,28.9,11.5,11.5,1.4,69.5,9.18
2016-08-13,7335,30.1,0,0,1.7,59,13.72
2016-08-14,8356,30.7,0,0,2.1,57.5,17.95
2016-08-15,9036,30.7,0.4,0.4,2.1,58,18.91
2016-08-16,8681,28.3,8,8.4,2.1,68.8,10.1
2016-08-17,6020,29.1,0,0,1.8,59.1,13.97
2016-08-18,4876,27.1,4.5,4.5,1.9,70.4,11.54
2016-08-19,4564,23,20,24.5,3.6,57,17.17
2016-08-20,4077,23.4,0,0,3.1,43.3,20.97
2016-08-21,4238,21,1.5,1.5,2.6,62.5,10.21
2016-08-22,3222,22.2,0,0,2,54.5,16.17
2016-08-23,2783,20.6,0,0,3.3,60.4,12.02
2016-08-24,2341,17.7,17.5,17.5,3.8,85.3,3.02
2016-08-25,3232,23.2,0,0,3.1,71.3,13.76
2016-08-26,2816,24.2,4.5,4.5,2.7,68.5,16.79
2016-08-27,5067,23.9,0.5,5,1.8,73.8,8.93
2016-08-28,5762,25.6,0,0,1.5,71.3,10.25
2016-08-29,1918,26.4,0,0,1.7,66.1,14.15
2016-08-30,2847,24.7,0,0,1.8,69,13.98
2016-08-31,1848,24.3,0,0,1.8,69.8,9.88
2016-09-01,1973,23,4.5,4.5,1.3,76.4,8.27
2016-09-02,3339,23.9,0,0,1.8,71.1,15.29
2016-09-03,3718,24.4,0,0,1.6,65.4,12.96
2016-09-04,4083,24.5,0,0,1.7,66.3,9.83
2016-09-05,4148,23.4,2.5,2.5,1.9,68.9,9.18
2016-09-06,4383,24.6,0,0,1.8,62.5,15.74
2016-09-07,3511,24.6,0,0,1.8,66.1,11.88
2016-09-08,5339,23.9,0,0,1.3,68.1,13.62
2016-09-09,6994,24.6,0,0,1.5,64.9,11.91
2016-09-10,4622,23.1,7,7,2.9,64.8,13.53
2016-09-11,8553,23.5,0,0,3.1,53.4,15.29
2016-09-12,6065,21.9,0,0,3.5,53.3,16.12
2016-09-13,7599,20.6,0,0,3.1,41.1,19.23
2016-09-14,6871,20.2,0,0,2,43.4,15.52
2016-09-15,5432,21.9,0,0,1.8,46.3,15.24
2016-09-16,5545,21.4,0,0,1.6,57.9,14.3
2016-09-17,0,22.3,0,0,1.6,60.6,14.56
2016-09-18,0,23,0,0,1.2,57.6,12.66
2016-09-19,0,23.6,0,0,1.8,59.1,11.48
2016-09-20,6457,21,13.5,13.5,1.3,82.5,2.77
2016-09-21,5300,19.9,0.5,14,1.3,84.6,3.59
2016-09-22,10302,20.4,0,0,3,64.4,12.55
2016-09-23,9935,20.5,0,0,1.6,66.9,7.66
2016-09-24,11616,21.1,0,0,1.2,69,10.06
2016-09-25,11464,19,18.5,18.5,2.7,84.1,2.6
2016-09-26,12566,22.7,6.5,25,2.7,73.3,14.52
2016-09-27,12727,22,0,0,2.4,58.9,16.86
2016-09-28,3531,21.1,0,0,3,61.9,11.59
2016-09-29,3384,18,0,0,2.6,59.3,15.52
2016-09-30,4333,19.7,2,2,2.6,67.8,9.25
2016-10-01,4316,16.8,6,8,2.9,66.4,12.09
2016-10-02,4033,11.3,0,0,2.9,46.3,16.46
2016-10-03,19458,14,0,0,1.6,43.3,15.29
2016-10-04,16871,15.4,0,0,1.8,62.4,11.48
2016-10-05,4161,15.5,0,0,2,57,13.98
2016-10-06,3996,15.2,0,0,1.4,44.1,13.22
2016-10-07,3289,16.7,0,0,1.3,61.8,11.82
2016-10-08,2976,19.1,0,0,1.3,60.6,12.6
2016-10-09,1066,17.2,1.5,1.5,1.5,74.1,3.06
2016-10-10,1076,17.5,0,0,1.4,76.1,9.51
2016-10-11,1582,17,0,0,1.4,70.9,12.24
2016-10-12,2632,18,0,0,1.5,67.6,11.84
2016-10-13,1967,18.6,0,0,1.8,61.3,12.55
2016-10-14,1628,17.9,0,0,3,58.6,8.17
2016-10-15,1922,18.3,0,0,1.8,59,8.59
2016-10-16,2728,13.3,2.5,2.5,4,66.3,2.33
2016-10-17,1999,15.1,0,0,2.4,54.8,13.55
2016-10-18,2381,14.1,37,37,2.2,84,4.25
2016-10-19,2586,13.3,0,0,1.4,81,5.48
2016-10-20,2257,14.6,0,0,1.9,65.4,9.88
2016-10-21,4279,14.6,0.3,0.3,2.5,61.8,7.11
2016-10-22,3909,7.8,0,0,3,40.3,6.54
2016-10-23,3590,7.9,0,0,1.5,31.9,13.56
2016-10-24,920,5.7,0.5,0.5,2,59.9,2.14
2016-10-25,2878,1.5,0,0,2.7,43.6,13.52
2016-10-26,1164,4.1,0.1,0.1,1.4,53.1,10.76
2016-10-27,1120,9.1,0.2,0.3,1.6,62.8,9.91
2016-10-28,2305,12.3,0,0,2.7,67,5.14
2016-10-29,947,15,0,0,2.2,77.4,5.09
2016-10-30,57,14,0,0,3.4,59.4,8.91
2016-10-31,190,12.8,5.5,5.5,2.8,71.3,5.09
2017-04-17,1102,15.1,0,0,2.7,39.4,21.56
2017-04-18,477,16,0,0,2.7,56.8,0
2017-04-19,212,15.1,0,0,3.3,36,25.55
2017-04-20,750,13.6,0,0,3.3,41.8,24.94
2017-04-21,585,14.4,0,0,3,57.3,22.59
2017-04-22,606,17.1,0,0,2.7,44.3,24.45
2017-04-23,889,19.3,0,0,2.6,57.9,21.96
2017-04-24,805,20.1,0,0,1.9,50.8,24.3
2017-04-25,1035,20.7,0,0,2.1,42,20.21
2017-04-26,945,21.5,0,0,2,34.1,24.05
2017-04-27,863,21,0,0,2,43.6,17.89
2017-04-28,747,20.9,0,0,3.2,53.4,23.38
2017-04-29,766,14.9,0,0,3.8,32,25.23
2017-04-30,1104,16.6,0,0,3.2,42.6,25.9
2017-05-01,1057,17.9,0,0,2.1,43.6,16.92
2017-05-02,1347,17.1,2.5,2.5,1.6,62.6,8.34
2017-05-03,1249,16.4,2.5,5,2.5,73,15.29
2017-05-04,1284,19.3,0,0,1.8,65.3,16.69
2017-05-05,1187,19.1,0,0,2.1,71.6,5.57
2017-05-06,1208,16.4,6,6,3.1,77.8,8.35
2017-05-07,969,15.7,0,0,3.7,58.3,27.71
2017-05-08,1115,16,0,0,2.8,61.4,17.5
2017-05-09,1415,17.1,0,0,2,60.5,16.79
2017-05-10,1287,18.6,0,0,2.1,51.5,26.53
2017-05-11,1304,20.4,0,0,2.3,41.9,24.44
2017-05-12,2064,21.1,0,0,2.6,42.6,26.72
2017-05-13,1876,20.9,0,0,2.4,44,24.18
2017-05-14,1330,21.5,0,0,2.3,48.1,26.62
2017-05-15,2047,21.8,0,0,2,53.6,22.27
2017-05-16,1974,20,5,5,1.9,68,11.66
2017-05-17,2031,21.8,0.1,5.1,2,60.4,24.99
2017-05-18,2228,19.2,0,0,3.4,45.6,24.3
2017-05-19,2025,17.7,0,0,2.9,41.5,25.32
2017-05-20,2086,19.5,0,0,2.2,46.1,26.95
2017-05-21,2116,21.2,0,0,2.7,50.6,23.57
2017-05-22,2064,22.9,0,0,2.3,61.8,22.29
2017-05-23,2099,23.6,0,0,2.4,43.5,21.3
2017-05-24,1882,23.3,0,0,1.9,49.1,20.09
2017-05-25,3017,23.3,0,0,3.1,51.8,21.83
2017-05-26,1921,20.5,0,0,2.8,37.4,25.66
2017-05-27,2161,20.5,0,0,3,44,27.88
2017-05-28,2142,21.7,0,0,2.6,36.9,27.49
2017-05-29,2293,24.2,0,0,1.9,33.3,26.62
2017-05-30,2520,19.4,15.5,15.5,2.5,60,7.4
2017-05-31,2131,17.6,12.5,28,2.4,91.4,3.47
2017-06-01,2081,20.1,0,0,2.8,67.3,25.61
2017-06-02,2317,21.2,0.1,0.1,3.3,69.8,16.67
2017-06-03,1948,21.5,4.5,4.6,2.3,46.8,24.26
2017-06-04,2043,22.8,0,0,2.2,33.8,28.53
2017-06-05,2206,22.1,0,0,2.8,45.5,24.22
2017-06-06,2360,21.5,0,0,2.4,63,21.29
2017-06-07,1292,21.8,0,0,2.8,63,25.27
2017-06-08,1722,23.1,0,0,2.5,62.4,24.81
2017-06-09,2427,25.5,0,0,2.2,55.8,24.11
2017-06-10,2442,24.2,0,0,2.4,52.3,24.5
2017-06-11,2613,24.3,0,0,2.3,52,26
2017-06-12,2792,24.8,0,0,1.8,50.9,21
2017-06-13,2697,26,0,0,2.1,43.4,18.81
2017-06-14,2558,25.4,0,0,2.9,52.6,23.53
